,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
296,HYBRID_LSTM_TCN_RF_ARIMA,0.0006420228882331,0.0247897348985547,0.0189225424729957,0.0284332174139295,0.7308655965243139
297,HYBRID_LSTM_TCN_SVR_KNN,0.0006297103881501,0.0245444149573163,0.0187911085880427,0.0282348125003559,0.7363782094419188
298,HYBRID_LSTM_TCN_SVR_ARIMA,0.0006315870938985,0.0245839914582525,0.0188111986735693,0.0282574716703431,0.735844471858378
299,HYBRID_LSTM_TCN_KNN_ARIMA,0.0006353344557567,0.0246515223733877,0.0188465145506011,0.0283068414472118,0.7342417801860748
300,HYBRID_LSTM_TFT_RF_SVR,0.0006375494219524,0.0247006744742967,0.0188793088225461,0.0283857766307374,0.7324313831492907
301,HYBRID_LSTM_TFT_RF_KNN,0.0006406723923779,0.0247571336026896,0.0188988445118708,0.0284107083841551,0.7310879648900835
302,HYBRID_LSTM_TFT_RF_ARIMA,0.0006425914391952,0.024797023133548,0.0189163292482007,0.0284290795525528,0.730529530913348
303,HYBRID_LSTM_TFT_SVR_KNN,0.0006301661320094,0.0245501870290163,0.0187824428756204,0.0282266200633177,0.7360973839042337
304,HYBRID_LSTM_TFT_SVR_ARIMA,0.0006320318258648,0.024589338425597,0.0188035060442082,0.0282506757841288,0.7355719220264957
305,HYBRID_LSTM_TFT_KNN_ARIMA,0.0006358905766831,0.0246587824489106,0.0188455271312004,0.0283099355636557,0.7339064352687945
306,HYBRID_LSTM_RF_SVR_KNN,0.0006365992468241,0.0246789910385591,0.0188780674736078,0.0283891430319375,0.7326487346103568
307,HYBRID_LSTM_RF_SVR_ARIMA,0.0006384457022845,0.024717780312204,0.0188956216746223,0.0284076358159196,0.7321266756680386
308,HYBRID_LSTM_RF_KNN_ARIMA,0.0006415771671099,0.0247742640433611,0.018910423860873,0.0284252346734827,0.730782110197841
309,HYBRID_LSTM_SVR_KNN_ARIMA,0.0006310352534348,0.0245664485304736,0.018793041264953,0.028239986036311,0.7358168087538575
310,HYBRID_TCN_TFT_RF_SVR,0.0006505254563094,0.0249620938067874,0.0190178522202795,0.0285949431638852,0.7273381944317729
311,HYBRID_TCN_TFT_RF_KNN,0.000653718916525,0.0250190615395828,0.0190328592482477,0.0286125392505211,0.7259851892881239
312,HYBRID_TCN_TFT_RF_ARIMA,0.0006558050133884,0.0250617875743132,0.0190514942663894,0.0286328202498873,0.7253685556841916
313,HYBRID_TCN_TFT_SVR_KNN,0.0006428953968524,0.0248084248924593,0.0189227309090003,0.0284385126077628,0.7310843250635007
314,HYBRID_TCN_TFT_SVR_ARIMA,0.0006449281407539,0.0248504563194926,0.0189441025136519,0.0284631969864429,0.730500663558566
315,HYBRID_TCN_TFT_KNN_ARIMA,0.0006488573813623,0.0249203040433832,0.0189833447859005,0.0285166259761768,0.728825589916423
316,HYBRID_TCN_RF_SVR_KNN,0.0006494082218429,0.024937838582853,0.0190163661373441,0.0285976155227272,0.7276148579186756
317,HYBRID_TCN_RF_SVR_ARIMA,0.0006514217273494,0.0249794931761043,0.0190340543074795,0.0286162453953421,0.7270345993491608
318,HYBRID_TCN_RF_KNN_ARIMA,0.000654623681965,0.0250364868763566,0.0190467996010811,0.0286304055379078,0.7256804469945212
319,HYBRID_TCN_SVR_KNN_ARIMA,0.0006437645089858,0.024825008281335,0.0189292820694432,0.0284464140925646,0.7308048623117647
320,HYBRID_TFT_RF_SVR_KNN,0.0006501004214359,0.0249471762036982,0.0190063607426719,0.0285870822280363,0.7272211365587572
321,HYBRID_TFT_RF_SVR_ARIMA,0.0006521029150494,0.0249884049890417,0.0190256015294347,0.0286077302343957,0.7266491536950452
322,HYBRID_TFT_RF_KNN_ARIMA,0.0006554162586251,0.0250472719207809,0.0190426877124236,0.0286284491899981,0.7252322062550077
